,ws_users_activated,ws_users_deactivated,ws_users_invited,action_create_project,action_export_report,action_api_and_webhooks,action_time_entries_via_tracker,action_start_trial,action_import_csv,action_create_invoice,action_lock_entries,action_add_targets,action_connect_quickbooks,action_create_expense,action_project_budget,country,value_days_to_purchase,value_number_of_active_months,value_transactions_number,value_regular_seats,value_kiosk_seats,revenue,churned_status
1081,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,Maldives,0,7,7,1,1,109.018,No
1082,1,0,0,1,0,0,0,0,0,12,0,0,0,0,0,Utah,0,7,7,1,0,90.909,No
1083,12,0,0,22,0,0,0,0,0,70,0,1,0,0,22,Alabama,212,7,11,12,0,904.54,No
1084,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,Illinois,149,7,4,1,0,129.87,No
1085,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Florida,7,0,5,2,0,103.896,Yes
1086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Norway,44,7,8,1,0,90.675,No
1087,5,2,0,10,19,0,0,0,0,18,0,0,0,16,0,Alaska,80,2,7,6,0,334.737,No
1088,1,0,0,5,48,1,4,0,0,8,0,0,0,0,5,New York,12,7,8,1,0,67.262,Yes
1089,2,0,0,3,0,0,0,0,0,0,0,0,0,0,16,Australia,4,0,1,2,0,25.974,Yes
1090,1,0,0,16,0,0,0,0,0,0,0,0,0,0,26,United Kingdom,110,7,3,1,0,38.961,No
1091,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Canada,0,1,2,1,0,25.974,Yes
1092,3,0,0,78,1,0,1,0,0,0,0,0,0,0,0,Germany,4,0,7,3,0,272.727,No
1093,1,0,0,0,0,0,0,0,0,16,0,0,0,4,0,New Mexico,29,2,2,1,0,25.974,Yes
1094,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Mexico,13,7,7,2,0,181.818,No
1096,7,0,0,32,0,0,6,0,0,0,0,0,0,0,0,Arizona,214,7,10,7,0,343.408,No
1097,1,0,0,4,0,0,0,0,0,12,0,0,0,2,0,California,87,7,4,1,0,51.948,No
1098,1,9,0,6,20,0,0,0,0,0,0,0,0,0,6,Brazil,22,3,4,1,0,623.376,Yes
1099,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,Australia,0,7,7,3,0,272.727,No
1100,17,3,0,38,27,0,0,1,0,0,0,0,0,0,0,District of Columbia,49,1,7,17,0,1294.306,No
1101,1,0,0,82,0,0,0,0,0,29,0,0,0,0,0,California,70,7,5,1,0,64.935,No
1102,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,Australia,117,5,2,1,0,25.974,Yes
1103,17,3,0,9,0,0,0,0,0,0,37,0,0,5,10,Armenia,68,2,8,18,0,1167.101,No
1104,8,2,0,48,101,0,7,0,0,0,0,1,0,0,2,Australia,212,7,13,8,0,570.375,Yes
1105,2,0,0,4,1,0,0,1,2,25,0,0,0,2,4,Singapore,7,1,2,2,0,51.948,Yes
1106,1,0,0,26,0,0,0,1,0,0,0,0,0,0,1,Illinois,60,7,6,1,0,74.022,No
1107,1,0,0,6,0,0,0,0,0,11,0,0,0,7,0,Canada,18,7,6,1,0,77.922,No
1108,5,1,0,17,113,0,7,1,6,0,0,1,0,0,401,Australia,48,7,7,6,0,467.493,No
1109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,0,4,5,2,0,129.87,Yes
1110,4,2,0,2,28,3,0,1,0,0,0,0,0,0,0,India,22,1,4,6,0,232.245,Yes
1111,8,2,0,41,1,0,0,1,0,2,2,1,0,99,48,United Kingdom,220,7,1,26,0,103.896,No
1112,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,Virginia,0,1,2,1,0,25.974,Yes
1113,5,0,0,4,0,0,0,0,4,0,0,0,0,0,13,Romania,0,0,1,5,0,64.935,Yes
1114,6,1,0,20,0,0,90,0,0,0,0,0,0,0,3,Texas,2,1,8,6,0,524.979,No
1115,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,Colorado,0,7,7,5,0,454.545,No
1116,4,0,0,9,21,2,0,0,0,0,0,0,0,2,0,Maine,180,7,1,4,0,51.948,No
1117,1,0,0,2,11,0,0,0,0,9,0,0,0,0,0,California,11,1,2,1,0,25.974,Yes
1118,21,2,0,16,154,0,1,0,0,0,0,1,1,227,0,Australia,0,0,15,21,0,1686.139,No
1119,2,0,0,1,0,0,0,0,0,14,0,0,0,9,0,California,119,4,7,1,1,62.049,No
1120,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,Florida,14,0,1,1,0,12.987,Yes
1121,8,1,0,17,29,0,0,0,1,0,0,0,0,0,18,Australia,134,4,6,8,0,446.771,No
1122,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,California,8,7,7,1,0,90.909,No
1123,21,0,0,66,41,0,135,0,0,55,0,1,0,45,30,Australia,61,4,10,21,0,1266.2,No
1124,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,Germany,17,0,2,1,0,38.961,Yes
1125,9,2,0,87,6,0,26,1,5,10,4,1,5,1,2,California,196,7,10,10,0,460.681,No
1126,2,0,1,13,0,0,0,0,0,0,0,0,0,0,0,Switzerland,45,7,7,3,0,233.766,No
1127,0,0,0,774,186,0,0,0,0,0,0,5,0,0,109,Australia,86,3,19,34,0,2314.325,Yes
1128,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,Arizona,0,3,4,2,0,103.896,Yes
1129,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hungary,0,7,7,2,0,181.818,No
1130,3,0,0,56,38,0,13,0,0,12,0,0,0,19,0,Canada,167,7,7,3,0,181.779,No
1131,20,6,0,3,31,0,6,0,0,8,0,0,0,132,0,Belgium,93,3,8,23,0,1412.164,No
1132,1,0,0,1,6,0,0,0,0,0,0,2,0,0,0,Connecticut,0,0,3,1,0,92.885,Yes
1133,1,0,0,7,0,0,0,0,0,0,0,0,0,4,3,South Africa,1,0,1,1,0,12.987,Yes
1134,1,0,0,6,1,0,0,1,0,67,0,0,0,33,0,Florida,12,3,7,1,0,65.429,No
1135,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,Canada,0,0,1,1,0,12.987,Yes
1136,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Poland,0,0,2,2,0,38.961,Yes
1137,1,0,0,19,5,0,0,0,0,0,0,0,0,0,0,Netherlands,0,7,7,1,0,90.909,No
1138,7,2,0,46,7,0,0,0,0,63,0,0,0,0,9,Australia,152,5,11,9,0,706.641,No
1139,3,6,0,1,76,0,0,0,0,0,0,0,0,0,0,Louisiana,188,6,7,12,0,681.317,Yes
1140,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,Puerto Rico,0,3,4,1,0,51.948,Yes
1141,1,0,0,2,0,0,0,0,0,0,0,1,0,0,8,Romania,0,0,1,1,0,12.987,Yes
1142,1,0,0,58,11,0,0,0,0,0,0,0,0,0,0,Netherlands,0,7,7,1,0,90.909,No
1143,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Canada,1,1,2,1,0,25.974,Yes
1144,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Arizona,0,0,1,1,0,12.987,Yes
1145,1,0,0,19,0,1,0,1,0,71,0,0,1,0,2,Canada,12,7,6,1,0,77.922,No
1146,4,0,0,38,15,0,0,0,0,0,0,0,0,0,0,Colorado,187,6,13,4,0,315.302,No
1147,1,11,0,31,46,0,0,0,0,0,0,0,0,156,0,Arizona,72,5,7,12,0,917.345,Yes
1148,2,0,0,9,0,0,0,0,0,4,0,0,0,1,14,Hungary,188,7,1,2,0,25.974,No
1149,6,0,0,6,3,0,0,0,0,0,0,0,0,0,0,Australia,211,7,2,6,0,62.907,No
1150,3,0,0,7,7,0,0,0,0,1,0,0,0,0,0,Texas,0,0,8,3,0,270.361,No
1151,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,France,7,7,7,1,0,90.909,No
1152,1,0,0,9,14,0,0,0,0,0,0,0,0,0,0,New York,0,7,7,1,0,90.909,No
1153,2,0,0,42,0,0,0,0,0,0,3,0,0,0,1,Arizona,65,2,9,4,0,336.349,No
1154,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Colorado,81,3,1,2,0,124.644,Yes
1155,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,Philippines,0,0,2,2,0,25.87,Yes
1156,4,2,1,54,129,0,2,0,0,0,0,0,0,0,2,Denmark,131,7,10,6,0,449.137,No
1157,1,0,0,42,1,0,6,1,0,0,0,0,0,0,50,Colorado,7,7,7,1,0,90.909,No
1159,15,0,0,25,97,0,194,1,13,4,21,2,0,0,205,Romania,15,1,10,15,0,1006.954,No
1160,1,8,0,3,0,0,0,0,0,0,0,2,0,0,0,Philippines,15,1,4,9,0,88.634,Yes
1161,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,France,12,0,2,3,0,28.197,Yes
1162,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,Brazil,9,0,1,1,0,12.987,Yes
1163,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Texas,7,4,5,1,0,64.935,Yes
1164,1,0,0,17,1,0,18,0,0,18,0,0,0,0,0,Connecticut,21,7,6,1,0,77.922,No
1165,1,0,0,16,0,0,0,0,0,131,0,0,0,299,0,California,0,7,7,1,0,90.909,No
1166,25,0,1,0,2,0,0,0,0,0,0,0,0,0,0,Japan,0,0,5,26,0,1327.313,Yes
1167,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Mauritius,3,2,3,1,0,38.961,Yes
1169,22,3,0,6,39,0,0,0,0,0,7,0,0,0,0,Bangladesh,134,5,15,23,0,807.859,No
1170,1,0,0,1,0,0,0,0,3,0,0,0,0,0,7,France,0,2,3,1,0,38.961,Yes
1171,2,0,0,29,0,0,0,1,0,0,0,0,0,1,0,Massachusetts,39,7,7,2,0,155.831,No
1172,18,1,0,30,13,1,13,0,0,0,0,6,0,0,3,Canada,31,3,10,18,0,310.57,No
1173,9,1,0,84,0,0,18,0,0,673,0,0,0,1080,6,United Kingdom,94,3,11,11,0,844.09,No
1175,1,0,0,5,23,0,0,0,0,0,0,0,0,0,0,Colorado,163,5,1,1,0,12.987,Yes
1176,1,0,0,7,16,0,0,0,0,0,0,0,0,0,0,Colorado,163,5,1,1,0,12.987,Yes
1177,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,Colorado,163,5,1,1,0,12.987,Yes
1178,6,1,0,7,18,1,0,0,0,0,0,0,0,0,0,Germany,174,7,3,7,0,173.29,No
1179,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Colorado,0,7,7,1,0,90.909,No
1180,2,0,0,3,0,0,0,0,0,49,0,0,0,6,2,California,12,8,6,2,0,155.844,No
1181,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Australia,7,2,3,4,0,155.844,Yes
1182,1,0,0,9,19,0,0,0,0,0,0,0,0,0,0,New Zealand,98,7,3,1,0,38.961,No
1183,5,0,0,1,3,0,0,0,0,2,0,2,0,0,3,Italy,50,2,3,5,0,126.88,Yes
1184,3,1,0,14,0,0,0,0,0,0,0,0,0,0,0,Ohio,0,7,8,3,0,301.808,No
1185,6,0,0,12,1,0,0,0,0,5,14,3,0,0,0,India,8,0,1,6,0,77.922,Yes
1186,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,France,1,7,7,2,0,181.818,No
1187,8,11,0,23,145,0,0,0,0,0,0,0,0,0,0,Illinois,123,7,12,12,0,707.72,No
1188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom,0,0,9,2,0,176.943,No
1189,8,0,0,133,18,2,80,0,0,0,0,1,0,0,53,New Zealand,124,7,9,8,0,681.46,No
1190,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,Canada,29,7,6,1,0,77.922,No
1191,2,0,0,5,0,1,0,0,0,3,0,0,0,1,0,Switzerland,0,0,3,2,0,44.122,Yes
1192,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,31,6,6,2,0,155.844,No
1193,5,0,0,25,0,0,30,1,0,0,0,0,0,0,0,France,6,7,6,5,0,389.61,No
1194,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Florida,11,0,2,1,1,15.574,Yes
1195,7,0,0,13,7,1,0,1,13,0,0,0,0,0,0,California,164,6,2,6,0,64.48,No
1196,1,0,0,1,0,1,6,0,0,2,0,0,0,0,2,Brazil,3,7,6,1,0,77.922,No
1197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Macedonia,10,0,4,1,0,38.961,Yes
1198,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Oregon,0,1,2,1,0,25.974,Yes
1199,5,0,0,30,99,1,45,0,8,27,0,1,0,0,76,Canada,217,7,7,6,0,381.147,No
1200,1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,California,10,7,6,1,0,77.922,No
1201,0,0,0,31,2,0,0,1,0,31,0,0,0,4,0,California,10,0,7,1,0,75.959,Yes
1202,2,0,0,3,1,0,0,0,0,0,0,0,0,40,0,Oregon,5,3,4,2,0,103.896,Yes
1203,1,0,0,7,0,0,0,0,0,0,0,0,0,0,5,United Kingdom,0,0,1,1,0,12.987,Yes
1204,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Illinois,149,7,4,4,0,105.872,No
1205,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Canada,0,0,1,1,3,20.748,Yes
1206,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,North Carolina,0,2,3,1,0,38.961,Yes
1207,1,0,0,1,0,0,0,0,0,4,0,0,0,0,2,California,0,2,3,1,0,38.961,Yes
1208,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,129,5,1,2,0,25.974,Yes
1209,3,0,0,12,56,0,0,0,0,4,6,0,0,0,1,Colorado,0,2,8,3,0,241.319,No
1210,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,0,0,1,1,1,15.574,Yes
1211,10,3,0,65,84,0,0,0,0,89,0,0,0,48,22,California,61,2,10,10,0,620.061,No
1212,3,0,0,5,38,0,0,0,0,0,0,0,0,0,0,Hawaii,4,0,9,2,1,99.853,Yes
1213,4,0,0,0,0,0,5,0,0,1,0,0,0,0,0,Connecticut,127,8,7,4,0,267.02,No
1214,5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,Alabama,6,0,2,3,2,42.64,Yes
1215,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Germany,31,7,7,2,0,155.844,No
1216,3,0,0,46,53,0,0,0,0,0,8,0,0,0,0,California,0,0,8,3,0,216.476,No
1217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee,0,0,1,1,0,12.987,Yes
1218,1,0,0,141,25,0,128,0,0,0,0,0,0,0,51,New Zealand,14,2,7,1,0,73.177,No
1219,1,0,0,4,0,0,0,0,0,174,0,0,0,0,5,India,36,4,7,2,0,176.644,Yes
1220,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,California,0,0,1,2,0,25.974,Yes
1221,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,Australia,43,7,5,1,0,64.935,No
1222,1,0,0,33,20,0,0,0,0,0,0,0,0,0,6,Texas,5,5,5,1,0,64.935,Yes
1223,7,0,0,15,50,0,0,0,0,0,0,0,0,0,0,New York,162,7,1,7,0,64.935,No
1224,15,1,0,4,2,5,0,0,0,0,0,0,0,0,0,Australia,123,7,10,15,0,1039.025,No
1225,6,1,0,34,1,0,126,0,0,218,0,0,0,0,0,Alabama,44,7,7,7,0,545.337,No
1226,7,1,1,25,28,0,0,0,0,0,2,0,0,0,0,Arizona,38,2,9,8,0,520.338,No
1227,9,58,0,776,32,0,0,0,0,0,0,2,0,0,0,California,68,3,7,9,0,3748.94,No
1228,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,California,0,0,2,3,0,38.961,Yes
1229,1,0,0,24,8,0,0,0,2,1,0,0,0,1,9,Belgium,1,7,6,1,0,77.922,No
1231,1,0,0,1,3,0,0,0,0,5,0,0,0,0,0,Switzerland,63,2,1,1,0,12.987,Yes
1232,36,6,0,60,45,0,28,1,75,1,0,0,0,5,180,Argentina,108,7,6,36,0,2319.655,No
1233,1,0,0,31,13,0,78,0,1,0,0,0,0,0,43,Nevada,39,7,5,1,0,64.935,No
1234,14,0,0,75,335,0,4,0,0,0,0,0,0,142,76,Australia,143,5,10,17,0,1003.054,No
1235,2,0,0,19,15,0,12,0,0,4,0,0,0,0,10,India,108,4,5,2,0,63.947,No
1236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Georgia,0,0,1,1,0,12.987,Yes
1237,33,0,0,50,86,2,0,1,1,0,28,2,0,0,9,Arizona,178,6,10,33,0,2106.377,No
1238,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Utah,0,0,1,2,0,25.974,Yes
1239,28,3,0,114,58,0,47,1,0,0,5,0,0,0,50,Florida,13,7,6,28,0,2181.816,No
1240,10,0,0,34,9,1,5,1,0,0,0,1,0,0,0,Georgia,39,7,9,10,0,790.764,No
1241,1,0,0,10,20,0,0,0,0,8,0,0,0,0,4,Pennsylvania,54,2,7,1,0,55.419,Yes
1242,1,0,0,43,8,0,0,0,0,9,0,0,0,1,0,California,0,0,7,1,0,77.922,No
1243,6,0,0,33,15,0,0,0,0,0,7,0,0,0,9,Bahrain,151,7,7,6,0,228.527,No
1244,4,0,0,21,345,0,10,0,0,4,0,0,0,0,0,Australia,21,1,8,5,0,183.196,Yes
1245,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Alabama,39,2,4,10,0,259.727,Yes
1246,1,0,0,6,17,0,0,0,1,0,0,0,1,0,5,Alabama,61,2,6,1,0,70.369,No
1247,3,0,0,24,0,0,0,0,0,1,4,0,0,2,6,India,1,2,3,3,0,116.883,Yes
1248,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,Australia,0,0,2,5,0,52.026,Yes
1249,6,0,1,2,0,0,0,0,0,0,0,0,0,1,0,Illinois,178,6,7,6,0,358.137,No
1250,2,0,0,18,8,1,0,0,0,2,0,0,0,1,14,Germany,23,4,6,2,0,196.248,No
1251,13,1,0,12,4,0,52,0,0,0,0,0,0,0,0,United Kingdom,92,3,4,13,0,504.491,No
1252,10,0,1,0,0,0,0,0,0,0,0,0,0,0,11,Brazil,73,7,4,20,0,1038.96,No
1253,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Idaho,2,1,8,3,0,232.856,No
1254,1,0,0,24,0,0,0,0,0,88,0,0,0,169,3,Canada,1,8,6,1,0,77.922,No
1255,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Netherlands,0,0,1,1,0,25.974,Yes
1256,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,California,6,7,6,1,0,77.922,No
1257,1,3,0,104,196,0,0,0,0,1,0,0,0,0,151,Oregon,122,5,9,1,0,295.763,No
1258,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Australia,0,5,6,1,0,77.922,No
1259,1,0,0,16,4,0,4,0,0,23,0,0,1,0,2,Alabama,10,7,6,1,0,77.922,No
1260,2,0,0,3,0,0,0,0,0,4,2,0,0,0,5,Netherlands,30,1,3,2,0,51.948,Yes
1261,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Belgium,6,0,6,2,2,136.552,Yes
1262,1,0,0,2,25,0,0,0,0,0,0,0,0,0,0,Pennsylvania,8,6,6,1,0,77.922,No
1263,3,1,0,5,9,0,0,0,0,0,7,0,0,0,0,California,29,1,6,4,0,221.936,No
1265,7,0,0,5,15,0,1,0,0,3,0,0,0,0,1,Finland,61,2,12,7,0,333.45,No
1266,2,0,0,8,5,0,0,0,0,0,0,0,0,0,0,Philippines,28,6,5,2,0,129.87,No
1267,11,0,0,4,12,0,0,1,0,0,0,0,0,0,0,Alaska,12,0,3,12,0,393.471,Yes
1268,1,0,0,13,0,0,0,0,0,21,0,0,0,1,0,Dominican Republic,45,3,5,1,0,51.831,Yes
1269,12,2,0,110,40,0,368,1,0,0,0,0,0,0,27,Czechia,160,6,1,14,0,181.818,No
1270,2,4,0,2,0,0,0,1,0,0,0,0,0,0,0,Alabama,15,3,4,2,0,259.74,Yes
1271,15,0,0,27,0,1,107,0,0,0,3,0,0,0,7,Poland,184,6,6,15,0,338.481,No
1272,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Colorado,0,0,4,2,1,47.58,Yes
1273,2,0,0,0,4,1,0,0,0,0,2,0,0,0,0,Arizona,30,6,7,2,0,151.97,No
1274,1,0,0,10,6,1,0,0,0,50,0,0,2,0,6,Texas,181,6,6,1,0,58.591,No
1275,2,5,0,17,0,0,0,1,0,0,14,0,0,0,25,New Zealand,16,2,3,7,0,280.488,Yes
1276,1,0,0,11,19,1,4,0,0,7,0,0,0,2,5,Ukraine,6,5,6,1,0,77.922,No
1277,4,0,0,4,16,0,0,0,0,0,7,0,0,0,0,Florida,41,2,5,1,3,57.967,Yes
1278,2,1,0,85,0,1,0,0,0,0,0,0,1,0,2,Florida,25,2,6,3,0,167.96,No
1279,1,0,0,2,0,0,0,0,0,0,0,0,0,1,3,Florida,0,6,5,1,0,64.935,Yes
1280,2,0,0,36,3,0,0,1,0,0,0,0,0,6,0,United Kingdom,8,2,3,2,0,77.922,Yes
1281,2,0,0,4,0,0,0,0,0,6,0,0,0,1,0,Mississippi,0,0,1,1,1,15.574,Yes
1282,2,0,0,27,8,0,0,0,0,0,0,0,0,0,56,California,17,6,6,2,0,155.844,No
1283,6,0,0,37,24,0,0,1,0,0,0,0,2,61,4,Arizona,74,2,4,7,0,167.661,Yes
1284,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,Hawaii,31,1,4,7,0,172.367,Yes
1285,3,0,1,5,0,0,0,0,0,1,0,0,0,0,3,Mexico,0,2,7,4,0,282.893,No
1286,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Germany,108,6,3,4,6,202.41,No
1287,1,0,0,106,22,1,0,0,0,0,0,0,0,0,0,Canada,18,0,5,19,0,210.197,Yes
1288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,0,0,1,1,0,12.987,Yes
1289,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,Florida,116,6,5,4,0,184.795,No
1291,10,0,0,11,5,0,0,0,0,0,7,0,1,0,0,Colorado,181,6,10,10,0,711.529,No
1292,27,8,0,173,173,0,74,0,0,0,0,1,0,0,7,Arizona,7,0,8,34,0,2648.425,No
1293,1,10,0,8,0,0,0,0,0,0,7,1,0,0,0,Connecticut,84,2,9,1,0,349.934,No
1294,1,0,0,3,0,0,0,0,0,12,0,0,0,0,4,Brazil,34,6,5,1,0,64.935,No
1295,6,2,0,60,65,0,0,0,5,187,0,0,0,1205,31,Brazil,92,6,12,6,0,339.313,No
1296,1,0,0,10,10,0,26,0,0,22,0,0,0,23,4,Australia,39,1,7,1,0,73.502,No
1297,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Arkansas,0,0,2,1,0,25.974,Yes
1298,12,1,0,74,217,0,108,1,0,9,0,2,0,17,46,France,163,5,9,12,0,546.663,No
1299,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,Illinois,2,1,2,1,0,25.974,Yes
1300,3,0,0,47,0,0,12,0,0,0,0,0,0,0,0,Australia,15,6,6,3,0,233.766,No
1301,4,0,1,13,0,0,0,1,0,0,0,0,0,0,0,Australia,130,6,8,5,0,297.531,No
1302,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Florida,0,6,6,2,0,155.844,No
1303,3,0,0,1,10,0,0,0,0,0,1,0,0,0,0,Australia,1,6,6,3,0,233.766,No
1304,1,0,0,3,22,0,0,1,0,2,0,0,0,0,0,Romania,177,6,5,1,0,64.935,No
1305,1,0,0,21,3,0,0,0,1,0,0,0,0,0,13,Tennessee,2,2,3,1,0,38.961,Yes
1306,12,1,0,169,0,0,0,0,0,0,1,1,0,0,0,Brazil,35,2,2,12,0,311.688,Yes
1307,5,1,0,44,23,1,27,1,0,0,0,1,1,15,79,Australia,18,6,5,6,0,389.61,No
1308,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sweden,0,0,7,2,0,155.831,No
1309,5,0,0,10,0,0,0,0,0,0,7,0,0,0,14,Ohio,3,0,2,5,0,62.283,Yes
1310,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,France,14,6,6,2,3,202.41,No
1311,6,0,2,21,1,0,0,1,0,3,0,0,0,0,2,California,55,2,5,13,0,570.453,No
1312,20,1,0,89,7,3,151,1,2,0,33,1,0,0,9,Hungary,158,6,10,20,0,588.315,No
1313,1,0,0,4,6,0,0,0,0,2,0,0,1,0,22,District of Columbia,29,6,6,1,0,59.475,No
1314,1,0,0,1,0,0,0,0,0,39,0,0,0,4,0,Texas,95,6,6,1,0,66.222,Yes
1315,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,0,0,2,3,0,38.948,No
1316,69,2,3,35,75,0,0,0,0,0,0,0,0,57,70,Belgium,185,6,13,73,0,2250.482,No
1317,10,0,0,39,1,1,0,0,0,0,0,0,0,0,17,Australia,182,6,11,10,1,661.492,No
1318,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ohio,2,0,1,2,0,25.974,Yes
1319,6,16,0,24,3,0,0,0,1,1,0,0,0,0,2,Bulgaria,0,0,10,22,0,1531.777,No
1320,2,0,0,4,0,0,0,1,0,10,13,0,0,0,8,Indonesia,10,3,4,2,0,103.896,Yes
1321,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Philippines,181,6,7,3,0,155.818,No
1322,1,0,1,7,0,0,0,0,0,3,0,0,0,0,7,Netherlands,0,2,3,2,0,77.922,Yes
1323,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,Belgium,30,1,4,1,0,60.905,Yes
1324,1,0,0,2,0,0,0,0,0,1,0,0,0,0,4,New Jersey,0,0,1,1,0,12.987,Yes
1325,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,Canada,0,0,1,1,0,12.987,Yes
1326,7,0,1,2,15,0,0,0,0,0,13,0,0,0,0,Kentucky,14,0,8,8,0,605.657,No
1327,10,0,0,34,87,0,83,0,0,0,0,0,0,56,0,Arkansas,40,1,10,10,0,725.192,No
1328,7,0,0,56,29,0,0,0,0,0,0,0,0,0,0,Arizona,71,2,8,7,0,455.455,No
1329,1,1,0,1,9,0,0,0,0,0,0,0,0,0,0,California,30,6,7,1,0,155.844,No
1330,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Canada,9,4,5,4,0,259.74,No
1331,2,0,0,1,0,0,0,1,1,6,8,0,1,2,7,Italy,16,0,1,1,1,15.574,Yes
1332,7,1,0,70,6,0,0,0,0,0,4,2,0,1,7,New Zealand,64,5,4,7,0,363.636,No
1333,7,0,0,32,13,0,0,0,0,0,0,0,0,0,20,Spain,37,4,8,7,0,386.373,No
1334,2,0,0,3,0,0,0,0,1,1,0,0,2,0,0,Pennsylvania,0,0,2,2,0,25.584,Yes
1335,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,Canada,0,1,2,2,0,51.948,No
1336,4,0,0,11,0,0,0,0,0,0,0,3,0,0,3,Oregon,7,1,5,4,0,108.55,Yes
1337,24,1,0,0,2,0,18,0,0,0,0,0,0,0,0,Alabama,120,6,10,24,0,1706.146,No
1338,23,15,0,1,2,0,0,0,0,0,0,0,0,0,0,Illinois,48,1,17,1,27,281.307,Yes
1339,3,0,0,7,1,0,0,0,0,0,0,0,0,0,0,California,78,6,3,3,0,116.883,No
1340,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,Oregon,0,1,2,1,0,25.974,Yes
