,ws_users_activated,ws_users_deactivated,ws_users_invited,action_create_project,action_export_report,action_api_and_webhooks,action_time_entries_via_tracker,action_start_trial,action_import_csv,action_create_invoice,action_lock_entries,action_add_targets,action_connect_quickbooks,action_create_expense,action_project_budget,action_screenshots,country,value_days_to_purchase,value_number_of_active_months,value_transactions_number,value_regular_seats,value_kiosk_seats,revenue,churned_status
1504,8,1,0,41,14,0,0,0,0,0,0,0,0,0,0,0.0,United Kingdom,4,5,5,9,0,584.415,No
1507,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0.0,South Africa,62,2,1,1,0,12.987,Yes
1508,7,3,0,9,21,0,8,1,0,0,5,0,0,0,0,2.0,Arizona,9,1,9,8,0,409.734,No
1509,1,0,0,0,0,0,0,0,0,11,0,0,0,10,0,0.0,California,47,1,4,1,0,34.203,Yes
1510,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0.0,Poland,52,5,3,1,0,38.961,No
1511,1,1,0,18,3,0,2,1,0,0,0,0,0,1,5,1.0,Georgia,44,3,3,1,0,38.961,Yes
1512,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0.0,Colorado,0,5,5,1,0,64.935,No
1513,3,2,0,51,12,0,0,0,0,3,5,0,0,0,0,1.0,Alabama,31,3,8,3,0,275.561,Yes
1514,0,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0.0,New Zealand,14,0,2,6,0,76.96,Yes
1516,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,Cyprus,0,5,5,1,0,64.935,No
1517,14,2,0,98,84,0,3,0,0,0,5,0,0,0,0,0.0,Argentina,79,5,7,14,0,867.295,No
1518,1,0,0,16,0,0,0,0,0,0,0,0,0,0,13,0.0,Florida,15,0,6,1,0,47.45,Yes
1520,6,1,0,41,29,0,0,1,0,0,0,1,0,5,15,0.0,Ireland,41,5,4,7,0,363.636,No
1522,1,0,0,37,3,0,12,0,0,3,0,0,0,0,8,1.0,California,0,5,5,1,0,64.935,No
1523,1,0,0,35,20,0,0,0,1,8,3,0,0,0,1,0.0,Canada,48,1,5,1,0,49.543,No
1524,1,0,0,6,2,1,0,0,0,10,0,0,0,0,0,0.0,Israel,0,0,1,1,0,12.987,Yes
1525,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1.0,Russia,0,0,1,1,0,12.987,Yes
1526,1,0,0,11,31,0,0,0,2,0,0,0,0,0,17,0.0,Australia,31,5,7,1,0,63.973,No
1528,5,0,1,31,0,0,7,0,0,0,0,0,0,0,41,0.0,Ohio,33,5,4,6,0,311.688,No
1531,6,0,0,10,5,0,0,0,0,0,0,1,1,0,0,0.0,California,15,0,4,6,0,67.574,Yes
1533,7,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0.0,Brazil,56,2,5,7,0,265.85,No
1535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Australia,0,4,5,1,0,64.935,No
1536,17,0,1,30,41,1,26,0,0,0,0,1,0,2,0,0.0,Germany,26,1,5,21,0,1090.414,No
1538,13,1,0,4,0,0,0,0,0,0,0,0,1,2,0,1.0,Bahamas,40,1,12,14,0,696.033,No
1543,20,0,0,39,0,0,2,0,0,0,4,1,0,0,0,2.0,Canada,153,5,12,20,0,953.641,Yes
1544,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1.0,Georgia,28,1,4,6,0,221.936,Yes
1545,1,0,0,3,0,0,0,0,0,21,0,0,0,0,0,1.0,Illinois,0,4,5,1,0,64.935,No
1546,1,0,0,6,0,0,0,1,0,2,5,0,0,0,0,1.0,Florida,7,2,3,1,0,38.961,Yes
1547,3,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0.0,France,5,5,5,3,0,194.805,No
1551,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Texas,0,1,2,1,0,51.948,Yes
1552,2,2,0,7,1,0,2,0,0,3,0,0,0,0,0,1.0,Netherlands,22,3,3,3,0,116.883,Yes
1553,1,0,0,4,9,0,0,0,0,11,0,0,0,11,6,0.0,Switzerland,6,3,4,1,0,51.948,Yes
1554,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Israel,0,5,5,3,0,194.805,No
1555,2,0,0,10,0,0,0,1,0,0,0,0,0,0,0,2.0,California,100,5,5,2,0,103.87,Yes
1556,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,California,9,3,4,3,0,155.844,Yes
1557,1,0,0,11,1,0,7,0,0,25,0,0,0,0,5,0.0,Belgium,0,5,5,1,0,64.935,No
1558,8,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1.0,Arizona,18,0,4,8,0,94.458,Yes
1559,2,0,0,55,19,0,0,1,0,0,0,0,0,0,36,2.0,Poland,16,0,1,2,0,25.974,Yes
1560,7,4,0,20,0,0,9,0,0,0,0,0,0,0,0,2.0,Canada,135,5,0,7,0,0.0,No
1563,1,2,0,32,3,0,0,0,0,0,0,0,0,0,25,2.0,Canada,16,0,3,4,0,85.059,Yes
1564,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,Indonesia,1,2,3,1,0,38.961,Yes
1565,3,1,0,19,4,1,0,1,1,1,3,1,0,0,0,2.0,Philippines,24,1,1,3,0,38.961,Yes
1567,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0.0,Ohio,5,0,6,1,0,64.831,No
1568,1,0,0,9,14,0,0,0,0,16,5,0,0,31,0,0.0,California,42,5,3,1,0,38.961,No
1569,4,1,0,104,0,0,0,0,0,0,0,0,0,16,32,0.0,Nevada,7,5,5,4,0,259.74,No
1570,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,India,0,0,1,1,0,25.974,Yes
1571,5,1,0,42,5,0,8,0,0,0,0,0,0,0,0,0.0,Netherlands,1,4,6,5,0,272.376,No
1572,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0.0,Maine,0,4,5,4,0,259.74,No
1574,10,0,0,54,7,0,0,0,0,0,1,0,0,0,0,0.0,Germany,95,4,7,10,0,498.199,No
1575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Jamaica,0,5,5,1,0,64.935,No
1577,1,0,0,54,0,0,0,0,0,0,0,0,0,0,0,1.0,Michigan,0,0,1,1,0,12.987,Yes
1578,3,0,0,70,30,0,137,0,0,0,0,0,0,0,0,0.0,United Kingdom,0,5,5,3,0,194.805,No
1579,3,1,0,28,12,0,0,1,0,0,2,2,0,0,7,2.0,Belgium,59,2,4,4,0,155.844,No
1580,2,0,0,13,0,0,0,0,0,1,0,0,0,0,8,1.0,Algeria,0,5,5,3,0,194.805,No
1582,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,New York,0,0,1,2,0,25.974,Yes
1583,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,2,5,5,4,0,259.74,No
1584,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,Italy,0,5,5,1,0,64.935,No
1585,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0.0,Australia,31,1,1,1,0,12.987,Yes
1587,1,0,0,19,0,0,22,0,0,16,0,0,0,4,2,0.0,California,114,5,1,1,0,12.987,No
1588,13,0,0,29,0,1,24,0,1,0,3,1,0,0,40,0.0,United Kingdom,147,5,6,13,0,407.693,No
1589,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0.0,Australia,21,1,1,1,0,12.987,Yes
1590,7,0,0,0,19,1,0,0,0,22,5,0,0,21,0,0.0,France,95,5,1,7,0,90.909,No
1591,1,0,0,28,12,0,0,0,0,0,0,0,0,0,0,0.0,Isle of Man,31,3,5,1,0,48.971,Yes
1592,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,United Kingdom,115,4,2,3,0,38.961,No
1594,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.0,Canada,0,5,5,1,0,64.935,No
1596,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Illinois,63,2,1,2,0,25.974,Yes
1597,1,2,0,21,0,0,0,1,0,0,0,0,0,0,24,0.0,Germany,21,1,2,3,0,35.659,Yes
1599,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0.0,Florida,7,1,3,2,0,41.093,Yes
1600,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,New York,0,0,1,2,0,25.974,Yes
1601,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0.0,Germany,0,0,1,1,0,12.987,Yes
1602,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,Virginia,0,1,2,1,0,25.974,Yes
1603,1,0,0,9,0,0,2,0,0,0,0,0,0,0,11,1.0,Florida,14,5,4,1,0,51.948,No
1604,2,0,0,1,0,0,0,0,0,0,4,0,0,0,1,1.0,Illinois,0,0,2,2,1,28.548,Yes
1605,1,0,0,15,33,1,6,0,0,10,0,1,0,0,0,0.0,South Africa,32,5,6,1,0,63.531,No
1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Norway,0,1,2,1,0,25.974,Yes
1607,2,0,0,37,0,0,0,0,0,0,0,0,0,0,0,1.0,Netherlands,121,5,1,2,0,25.974,No
1608,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,Arizona,0,2,3,1,0,38.961,Yes
1609,1,0,0,2,0,0,0,0,0,1,0,0,0,7,6,0.0,Virginia,0,5,5,1,0,64.935,No
1612,2,1,0,1,0,0,0,0,0,0,4,0,0,0,0,1.0,Indiana,5,0,1,2,0,38.961,Yes
1613,5,0,0,7,93,0,0,1,0,0,0,0,0,0,0,0.0,Arkansas,27,5,4,5,0,259.74,No
1615,7,1,0,3,0,0,0,0,0,0,4,0,0,0,0,1.0,India,0,3,5,8,0,1013.441,No
1616,1,0,0,7,0,0,0,0,0,0,0,0,0,2,24,0.0,Poland,20,5,4,1,0,51.948,No
1617,1,0,0,1,0,0,4,0,0,21,0,0,0,4,0,1.0,California,19,5,4,1,0,51.948,No
1618,3,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2.0,Missouri,5,3,4,3,0,155.844,No
1619,1,0,0,6,0,0,0,1,0,0,0,0,0,0,4,1.0,Australia,62,2,4,1,0,38.948,No
1620,1,0,0,4,0,0,0,0,0,2,0,1,0,0,12,1.0,Brazil,0,0,1,1,0,12.987,Yes
1621,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,Pennsylvania,0,0,1,1,0,12.987,Yes
1623,4,0,0,9,1,0,0,0,0,0,4,2,0,0,6,0.0,District of Columbia,8,0,6,4,0,202.839,No
1624,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Arizona,6,0,1,1,0,12.987,Yes
1625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Georgia,0,0,1,1,0,12.987,Yes
1626,1,0,1,7,0,0,0,0,0,0,2,0,0,0,0,1.0,Washington,37,1,1,2,0,25.974,Yes
1627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Canada,0,5,5,1,0,64.935,No
1629,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,California,90,5,7,2,0,144.508,No
1630,1,1,0,117,3,1,1,0,0,0,0,0,0,0,0,0.0,California,9,5,4,1,0,51.948,No
1631,1,0,0,107,0,0,0,0,0,0,0,0,0,65,0,0.0,Colorado,19,5,4,1,0,51.948,No
1632,1,0,0,7,5,0,0,1,0,0,0,0,0,0,0,2.0,Canada,24,5,4,1,1,62.296,No
1633,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,New York,0,0,1,1,0,12.987,Yes
1634,1,0,0,11,16,0,45,0,0,47,0,0,0,8,2,1.0,Sweden,34,5,3,1,0,38.961,No
1635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Massachusetts,0,0,4,7,0,129.506,Yes
1636,1,0,1,25,7,1,0,0,0,0,0,0,0,0,0,0.0,Missouri,15,1,1,2,0,25.974,Yes
1637,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,Germany,147,5,1,4,0,25.974,No
1639,1,0,0,14,1,0,0,0,0,6,0,0,0,20,10,2.0,Colorado,9,3,3,1,0,38.961,Yes
1640,2,0,1,13,10,0,0,0,0,0,0,0,0,0,0,1.0,Ukraine,72,4,2,3,0,77.922,No
1641,1,0,0,13,19,0,0,0,0,0,0,0,0,0,0,0.0,Poland,38,5,4,1,0,32.448,Yes
1644,1,0,0,107,0,0,15,0,0,22,0,0,0,17,0,0.0,Ohio,8,5,4,1,0,51.948,No
1647,8,0,0,6,3,0,0,0,0,0,3,0,0,0,0,1.0,Germany,154,5,3,8,0,272.727,No
1650,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1.0,Caribbean Netherlands,5,1,2,4,0,49.881,Yes
1652,17,0,0,27,13,0,0,0,0,0,9,1,0,0,2,1.0,California,1,0,11,17,0,828.594,No
1653,3,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1.0,Australia,0,0,5,3,0,153.79,No
1654,17,2,0,26,1,0,0,0,0,0,0,1,0,0,0,1.0,Cyprus,41,4,3,17,0,662.337,No
1655,1,0,0,18,24,0,0,0,0,14,7,0,0,0,2,0.0,France,0,5,4,1,0,51.948,No
1658,4,0,0,116,9,0,59,1,0,0,0,0,0,0,81,2.0,Arkansas,122,5,5,4,0,117.91,No
1659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,California,0,0,1,2,0,25.974,Yes
1660,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0.0,North Carolina,10,1,1,1,0,12.987,Yes
1661,4,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1.0,Michigan,5,2,2,6,0,155.844,Yes
1663,6,0,0,29,32,0,1,0,0,4,0,0,0,0,3,0.0,Switzerland,17,5,4,6,0,311.688,No
1664,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Czechia,0,0,1,2,0,25.974,Yes
1666,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,United Kingdom,3,4,4,3,0,155.844,No
1667,1,0,0,2,0,0,0,1,0,4,0,0,0,0,0,1.0,Massachusetts,130,5,4,1,0,44.148,Yes
1669,1,0,0,2,0,0,0,0,0,6,0,0,0,0,0,2.0,South Africa,0,3,4,1,0,51.948,No
1670,4,0,0,147,0,0,0,1,4,0,12,0,0,0,0,2.0,Maine,5,5,4,4,0,207.792,No
1671,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,New Jersey,0,0,1,2,0,25.974,Yes
1672,4,0,1,2,18,0,0,0,0,0,0,0,0,9,0,0.0,New York,20,2,2,5,0,129.87,Yes
1673,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Georgia,0,2,3,2,0,77.922,Yes
1674,1,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0.0,Alaska,1,3,4,1,0,51.948,No
1675,1,0,0,17,0,0,0,0,0,31,0,0,0,0,0,0.0,Florida,1,0,5,1,0,51.948,No
1677,1,0,0,1,14,0,7,0,0,10,0,0,0,0,0,0.0,France,15,4,4,1,0,51.948,No
1678,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1.0,Israel,0,4,4,1,0,51.948,No
1679,10,0,0,53,41,0,4,1,0,5,12,0,0,6,56,1.0,Czechia,3,4,4,10,0,467.532,No
1680,5,2,1,32,15,0,6,0,0,0,4,0,0,0,39,2.0,Florida,0,0,7,6,0,308.984,No
1682,1,0,0,38,0,0,2,0,0,2,0,0,1,0,0,0.0,Canada,0,4,4,1,0,51.948,No
1684,4,0,0,42,5,0,0,0,0,3,0,0,0,0,7,0.0,Brazil,0,2,3,4,0,109.044,Yes
1685,1,0,0,44,3,0,5,0,0,5,0,0,0,0,22,0.0,North Carolina,51,4,3,1,0,38.961,No
1688,1,0,0,6,0,0,0,0,0,11,0,0,0,0,2,1.0,New York,1,4,4,1,0,51.948,No
1689,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0.0,Mexico,1,4,4,1,0,51.948,No
1690,2,0,0,11,1,0,0,0,0,4,0,1,0,1,0,1.0,Singapore,52,1,1,3,0,38.961,Yes
1692,1,0,0,9,25,0,102,0,0,0,0,1,0,0,6,1.0,India,7,1,2,1,0,12.974,Yes
1693,1,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0.0,Malta,123,4,4,1,0,25.948,No
1695,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Utah,0,0,6,3,0,125.671,No
1697,3,0,0,9,14,0,0,1,0,0,0,0,0,0,0,1.0,New Jersey,27,4,3,3,0,116.883,No
1698,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0.0,India,27,0,1,1,0,12.987,Yes
1699,1,0,0,1,0,0,5,0,0,13,0,0,0,54,0,0.0,Georgia,0,4,4,1,0,51.948,No
1700,1,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0.0,Canada,31,4,5,1,0,51.077,No
1701,2,0,0,9,8,0,0,0,0,1,0,0,0,5,0,1.0,Switzerland,1,4,4,2,0,103.896,No
1702,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0.0,Washington,0,0,1,2,0,25.974,Yes
1703,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0.0,Kentucky,5,0,3,2,0,24.986,Yes
1704,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Kazakhstan,0,0,1,1,0,12.987,Yes
1705,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Ireland,6,4,4,2,0,103.896,No
1706,4,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0.0,Saudi Arabia,0,0,5,5,0,259.688,No
1707,9,0,0,54,2,0,0,0,0,0,0,0,0,0,73,0.0,Finland,0,4,4,9,0,259.74,No
1708,5,0,0,100,24,0,0,0,0,0,0,0,0,0,12,0.0,South Africa,36,4,5,5,0,258.128,No
1709,7,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.0,Texas,48,4,5,9,0,455.325,No
1713,1,0,0,18,5,0,0,1,0,2,0,0,0,4,47,0.0,Jamaica,43,4,3,1,0,38.961,No
1714,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0.0,District of Columbia,0,4,4,3,0,155.844,No
1716,1,0,0,12,13,0,0,1,0,1,0,0,0,0,0,1.0,Serbia,6,1,2,1,0,25.974,Yes
1717,2,0,0,11,5,1,21,0,0,0,0,0,0,0,13,0.0,Germany,8,4,4,2,0,103.896,No
1719,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1.0,Bulgaria,6,0,1,2,0,25.974,Yes
1720,1,0,1,4,28,0,0,0,0,2,0,0,0,0,0,1.0,Pennsylvania,22,0,2,2,0,16.666,Yes
1721,4,0,0,29,1,0,0,0,0,0,0,0,0,0,24,2.0,United Kingdom,2,0,4,4,0,109.2,Yes
1723,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Canada,1,0,1,2,0,25.974,Yes
1724,1,0,0,2,0,0,3,0,0,12,0,0,0,0,0,0.0,California,42,4,3,1,0,38.961,No
1725,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,Switzerland,36,4,5,4,0,205.166,No
1726,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Texas,33,4,3,2,0,77.922,No
1727,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,California,4,0,1,4,0,51.948,Yes
1728,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1.0,California,0,0,5,2,0,103.61,No
1729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Michigan,24,0,1,9,0,116.883,Yes
1730,2,0,0,2,0,0,0,1,0,3,0,0,1,6,5,0.0,Jersey,8,0,3,2,0,51.948,Yes
1731,1,0,1,19,0,1,0,0,0,0,0,0,0,0,4,0.0,Florida,0,0,1,2,0,25.974,Yes
1732,2,0,0,25,0,0,0,0,0,0,0,0,0,0,34,0.0,France,41,4,5,2,0,103.883,No
1734,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,Illinois,0,0,1,1,0,12.987,Yes
1736,1,0,0,34,0,0,29,0,0,37,0,0,0,1,1,0.0,Nevada,0,4,4,1,0,51.948,No
1737,7,0,0,18,6,0,1,0,0,0,0,0,0,0,2,0.0,North Carolina,104,4,1,16,0,207.792,No
1738,11,0,0,41,18,0,45,0,0,0,0,0,0,0,0,0.0,California,25,4,3,11,0,428.571,No
1739,7,0,0,40,1,0,0,1,0,0,3,0,0,0,2,2.0,California,39,1,4,7,0,231.452,No
1740,1,0,0,29,0,0,0,0,0,0,0,0,0,0,1,1.0,Australia,72,2,1,1,0,12.987,Yes
1741,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,New York,0,0,1,1,0,12.987,Yes
1742,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,Netherlands,0,0,1,1,1,15.574,Yes
1743,23,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0.0,Australia,65,4,15,23,0,850.33,No
1745,3,0,0,33,1,0,0,1,0,0,7,1,0,0,6,0.0,India,0,0,1,3,0,38.961,Yes
1746,3,1,0,22,0,0,0,0,0,0,3,0,0,0,9,0.0,Serbia,6,4,4,3,0,155.844,No
1747,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,Azerbaijan,0,4,4,3,0,155.844,No
1750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,France,0,1,2,1,0,25.974,Yes
1751,1,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0.0,Israel,37,4,3,1,0,38.961,No
1752,4,0,0,18,2,0,0,1,0,1,0,0,0,27,0,0.0,France,50,4,4,4,0,155.844,No
1753,9,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1.0,India,37,1,6,9,0,456.3,No
1754,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,India,16,1,2,2,0,51.948,Yes
1755,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,United Kingdom,79,4,1,1,0,12.987,No
1756,9,0,0,10,8,1,0,1,0,0,0,0,0,0,0,1.0,France,98,4,8,9,0,407.472,No
1758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,North Carolina,1,0,1,3,0,1.755,Yes
1759,1,0,0,28,29,0,0,0,0,19,0,0,0,0,0,0.0,South Carolina,67,4,5,1,0,46.774,No
1760,4,1,0,36,3,2,116,0,0,0,0,0,0,0,27,1.0,Canada,114,4,5,5,0,150.371,No
1761,1,0,0,2,0,0,0,0,0,16,0,0,0,0,9,0.0,Maryland,114,4,4,1,0,29.211,No
1763,1,0,0,14,11,0,13,0,0,0,0,0,0,2,14,0.0,Michigan,39,4,3,1,0,38.961,No
1765,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0.0,Switzerland,0,0,1,6,0,77.922,Yes
1766,8,1,0,5,0,1,51,0,0,0,0,0,0,0,0,0.0,Brazil,0,0,6,8,0,348.998,No
1770,3,0,0,4,0,0,0,0,0,0,2,0,0,0,12,0.0,Ethiopia,0,4,4,4,0,207.792,No
1771,10,0,0,58,4,0,0,0,0,0,0,0,0,0,9,0.0,California,8,0,5,10,0,514.007,No
1772,16,0,0,22,0,0,0,1,0,0,0,0,0,0,3,0.0,Canada,76,2,5,16,0,800.566,No
1773,6,0,0,3,0,0,0,1,0,0,3,0,0,0,0,2.0,California,14,3,3,6,0,233.766,No
1774,9,0,0,1,13,0,0,0,0,8,6,0,0,0,0,0.0,India,51,2,3,9,0,227.019,No
1775,2,0,0,40,0,1,14,1,0,0,0,0,0,0,14,1.0,South Africa,14,4,3,2,0,77.922,No
1776,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Connecticut,120,4,6,4,0,142.246,No
1777,1,0,0,14,0,0,0,0,0,35,0,0,0,0,0,0.0,Michigan,13,4,3,1,0,38.961,No
1779,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.0,Pennsylvania,31,4,5,2,0,103.883,No
1780,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,Virginia,23,4,3,1,0,38.961,No
1781,7,0,0,33,0,0,0,0,0,0,0,0,0,4,6,0.0,Canada,1,0,6,7,0,302.809,Yes
1782,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Washington,19,1,2,1,0,36.322,Yes
1783,1,0,0,3,0,0,0,0,0,3,0,0,0,0,5,0.0,Sweden,11,4,4,1,0,51.948,No
1784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Poland,31,2,3,1,0,25.961,Yes
1785,1,1,0,7,0,1,0,1,0,27,0,0,1,0,14,0.0,Germany,47,1,3,1,0,25.324,Yes
1786,1,0,0,3,14,0,0,0,0,1,0,0,0,0,5,1.0,Germany,0,4,4,1,0,51.948,No
1787,1,0,0,30,0,0,0,0,0,0,0,1,0,0,0,0.0,California,0,0,6,1,0,60.762,No
1788,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Illinois,6,4,4,2,0,103.896,No
1789,1,0,0,14,5,0,10,0,0,0,0,0,0,20,0,0.0,Florida,4,4,4,1,0,51.948,No
1790,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Maryland,54,4,2,6,0,155.844,No
1791,7,4,0,2,13,1,0,0,0,0,1,0,0,0,0,1.0,Hawaii,110,4,7,10,0,214.123,No
1792,2,0,0,4,4,0,3,0,0,0,0,0,0,0,22,0.0,Denmark,123,4,1,2,0,12.987,No
1794,2,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0.0,Alabama,49,4,5,2,1,85.683,No
1795,1,0,0,5,1,0,0,0,0,0,2,0,0,5,0,1.0,Thailand,0,4,4,1,0,51.948,No
1796,3,0,1,16,2,0,0,1,0,0,0,0,0,0,0,0.0,Canada,16,0,2,4,0,51.935,Yes
1797,1,0,0,52,0,0,0,0,0,0,0,0,0,7,28,0.0,Poland,0,1,2,1,0,25.974,Yes
1798,5,0,0,25,0,0,0,1,0,0,0,2,0,0,0,2.0,New Jersey,39,4,5,5,0,248.625,No
1799,5,1,0,19,9,0,133,1,2,0,0,0,0,0,0,1.0,Connecticut,16,2,4,5,0,160.888,No
1801,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,California,0,4,4,1,0,51.948,No
1802,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Switzerland,90,3,1,2,0,25.974,No
1803,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,California,4,0,1,3,0,38.961,Yes
1804,1,0,0,15,14,0,19,0,0,0,0,0,0,0,0,0.0,Alabama,59,4,5,1,0,45.942,No
1805,9,0,1,58,1,0,10,0,0,4,0,0,0,64,0,0.0,Delaware,71,4,10,11,0,307.632,No
1806,4,0,0,20,0,0,3,1,0,0,0,0,0,0,0,2.0,United Kingdom,40,3,5,4,0,150.748,No
1807,1,0,0,7,3,0,2,0,0,0,0,0,0,0,0,2.0,United Kingdom,7,4,4,1,0,51.948,No
1808,1,0,0,10,4,1,0,0,2,1,0,0,0,1,2,0.0,Louisiana,1,4,4,1,0,51.948,No
1810,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,New York,31,4,6,1,0,51.935,No
1811,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0.0,California,23,1,1,1,0,12.987,Yes
1812,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,4,4,4,5,0,259.74,No
1813,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Kingdom,0,0,1,3,0,38.961,Yes
1815,2,4,0,6,5,0,0,0,0,22,2,0,0,0,0,2.0,California,60,2,5,2,0,193.869,No
